"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","DAPR","DASF","FMTM","MDPR","MDSF","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","TSUN","WDF2","WDF5","WDFG","WESD","WESF","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV01","WV03"
"US1CODG0021","PARKER 1.3 WNW, CO US","39.5201","-104.7851","1788.0","2003-03-25",,,,,,,,"0.10",,"0.2","6.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0021","PARKER 1.3 WNW, CO US","39.5201","-104.7851","1788.0","2003-03-26",,,,,,,,"0.00",,"0.0","5.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0021","PARKER 1.3 WNW, CO US","39.5201","-104.7851","1788.0","2003-03-27",,,,,,,,"0.02",,"0.0","3.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0021","PARKER 1.3 WNW, CO US","39.5201","-104.7851","1788.0","2003-03-28",,,,,,,,"0.05",,"0.5","3.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0021","PARKER 1.3 WNW, CO US","39.5201","-104.7851","1788.0","2003-03-29",,,,,,,,"0.00",,"0.0","2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0021","PARKER 1.3 WNW, CO US","39.5201","-104.7851","1788.0","2003-03-30",,,,,,,,"0.00",,"0.0","1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0021","PARKER 1.3 WNW, CO US","39.5201","-104.7851","1788.0","2003-03-31",,,,,,,,"0.00",,"0.0","0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0021","PARKER 1.3 WNW, CO US","39.5201","-104.7851","1788.0","2003-04-01",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-02-28",,,,,,,,"0.13",,"1.7","2.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-01",,,,,,,,"0.00",,"0.0","1.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-02",,,,,,,,"0.15",,"2.5","2.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-03",,,,,,,,"0.00",,"0.0","0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-04",,,,,,,,"0.00",,"0.0","0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-05",,,,,,,,"0.05",,"0.2","0.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-06",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-07",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-08",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-09",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-10",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-11",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-12",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-13",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-14",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-15",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-16",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-17",,,,,,,,"0.02",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-18",,,,,,,,"1.64",,"7.0","7.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-19",,,,,,,,"2.47",,"12.0","17.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-20",,,,,,,,"0.50",,,"18.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-21",,,,,,,,"0.00",,"0.0","17.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-22",,,,,,,,"0.00",,"0.0","8.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-23",,,,,,,,,,,"6.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-24",,,,,,,,"0.00",,"0.0","3.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-25",,,,,,,,"0.15",,"0.0","4.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-26",,,,,,,,,,,"3.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-27",,,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-28",,,,,,,,"0.10",,"2.0","2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-29",,,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-30",,,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COBO0074","BOULDER 5 SE, CO US","39.9638","-105.2147","1680.1","2003-03-31",,,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-02-28",,,,,,,,"0.04",,"0.5","1.0",,"42","19","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-01",,,,,,,,"0.15",,"2.0","2.0",,"37","7","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-02",,,,,,,,"0.20",,"3.0","4.0",,"36","7","11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-03",,,,,,,,"0.00",,"0.0","2.0",,"43","11","19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-04",,,,,,,,"0.00",,"0.0","1.0",,"51","18","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-05",,,,,,,,"0.00",,"0.0","1.0",,"25","11","13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-06",,,,,,,,"0.00",,"0.0","0.0",,"38","13","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-07",,,,,,,,"0.00",,"0.0","0.0",,"50","28","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-08",,,,,,,,"0.00",,"0.0","0.0",,"54","30","35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-09",,,,,,,,"0.00",,"0.0","0.0",,"56","26","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-10",,,,,,,,"0.00",,"0.0","0.0",,"60","27","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-11",,,,,,,,"0.00",,"0.0","0.0",,"60","29","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-12",,,,,,,,"0.00",,"0.0","0.0",,"63","28","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-13",,,,,,,,"0.00",,"0.0","0.0",,"63","29","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-14",,,,,,,,"0.00",,"0.0","0.0",,"68","32","37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-15",,,,,,,,"0.00",,"0.0","0.0",,"67","35","38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-16",,,,,,,,"0.00",,"0.0","0.0",,"64","36","40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-17",,,,,,,,"0.00",,"0.0","0.0",,"55","37","38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-18",,,,,,,,"1.20",,"10.0","10.0",,"43","28","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-19",,,,,,,,"1.98",,"20.0","28.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-20",,,,,,,,"0.33",,"2.0","26.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-21",,,,,,,,"0.05",,"1.0","20.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-22",,,,,,,,"0.00",,"0.0","15.0",,,,"19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-23",,,,,,,,"0.00",,"0.0","10.0",,"53","19","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-24",,,,,,,,"0.00",,"0.0","6.0",,"58","23","24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-25",,,,,,,,"0.00",,"0.0","4.0",,"44","26","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-26",,,,,,,,"0.00",,"0.0","2.0",,"53","27","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-27",,,,,,,,"0.00",,"0.0","0.0",,"58","28","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-28",,,,,,,,"0.15",,"3.0","3.0",,"36","13","18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-29",,,,,,,,"0.00",,"0.0","0.0",,"32","8","14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-30",,,,,,,,"0.00",,"0.0","0.0",,"38","14","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-03-31",,,,,,,,"0.00",,"0.0","0.0",,"57","21","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00051528","CHEESMAN, CO US","39.2202","-105.2783","2097.0","2003-04-01",,,,,,,,"0.00",,"0.0","0.0",,"66","30","33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-02-28",,,,,,,,"0.19",,"2.0","3.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-01",,,,,,,,"0.00",,"0.0","3.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-02",,,,,,,,"0.37",,"9.0","11.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-03",,,,,,,,"0.00",,"0.0","6.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-04",,,,,,,,"0.00",,"0.0","4.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-05",,,,,,,,"0.06",,"0.0","4.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-06",,,,,,,,"0.00",,"0.0","3.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-07",,,,,,,,"0.00",,"0.0","3.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-08",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-09",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-10",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-11",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-12",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-13",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-14",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-15",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-16",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-17",,,,,,,,"0.05",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-18",,,,,,,,"2.65",,"16.0","16.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-19",,,,,,,,"3.09",,"27.0","43.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-20",,,,,,,,"0.43",,"2.0","40.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-21",,,,,,,,"0.10",,"1.0","40.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-22",,,,,,,,"0.00",,"0.0","40.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-23",,,,,,,,"0.00",,"0.0","32.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-24",,,,,,,,"0.03",,"0.0","29.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-25",,,,,,,,"0.00",,"0.0","27.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-26",,,,,,,,"0.00",,"0.0","26.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-27",,,,,,,,"0.03",,"0.0","17.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-28",,,,,,,,"0.46",,"8.0","23.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-29",,,,,,,,"0.00",,"0.0","18.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-30",,,,,,,,"0.00",,"0.0","15.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-03-31",,,,,,,,"0.00",,"0.0","12.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053629","GROSS RESERVOIR, CO US","39.9363","-105.3502","2429.3","2003-04-01",,,,,,,,"0.00",,"0.0","10.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0106","CONIFER 3 WSW, CO US","39.5055","-105.3589","2852.9","2003-02-28",,,,,,,,"0.03",,"0.7","8.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0106","CONIFER 3 WSW, CO US","39.5055","-105.3589","2852.9","2003-03-01",,,,,,,,"0.03",,"0.7","7.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0106","CONIFER 3 WSW, CO US","39.5055","-105.3589","2852.9","2003-03-02",,,,,,,,"0.36",,"7.5","12.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0106","CONIFER 3 WSW, CO US","39.5055","-105.3589","2852.9","2003-03-03",,,,,,,,"0.00",,"0.0","11.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0106","CONIFER 3 WSW, CO US","39.5055","-105.3589","2852.9","2003-03-04",,,,,,,,"0.00",,"0.0","11.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0106","CONIFER 3 WSW, CO US","39.5055","-105.3589","2852.9","2003-03-05",,,,,,,,,,"0.5","10.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0106","CONIFER 3 WSW, CO US","39.5055","-105.3589","2852.9","2003-03-06",,,,,,,,"0.00",,"0.0","10.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0106","CONIFER 3 WSW, CO US","39.5055","-105.3589","2852.9","2003-03-07",,,,,,,,"0.00",,"0.0","9.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0106","CONIFER 3 WSW, CO US","39.5055","-105.3589","2852.9","2003-03-08",,,,,,,,"0.00",,"0.0","8.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0106","CONIFER 3 WSW, CO US","39.5055","-105.3589","2852.9","2003-03-09",,,,,,,,"0.00",,"0.0","7.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0106","CONIFER 3 WSW, CO US","39.5055","-105.3589","2852.9","2003-03-10",,,,,,,,"0.00",,"0.0","6.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0106","CONIFER 3 WSW, CO US","39.5055","-105.3589","2852.9","2003-03-11",,,,,,,,"0.00",,"0.0","5.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0106","CONIFER 3 WSW, CO US","39.5055","-105.3589","2852.9","2003-03-12",,,,,,,,"0.00",,"0.0","4.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0106","CONIFER 3 WSW, CO US","39.5055","-105.3589","2852.9","2003-03-13",,,,,,,,"0.00",,"0.0","3.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0106","CONIFER 3 WSW, CO US","39.5055","-105.3589","2852.9","2003-03-14",,,,,,,,"0.00",,"0.0","3.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0106","CONIFER 3 WSW, CO US","39.5055","-105.3589","2852.9","2003-03-15",,,,,,,,"0.00",,"0.0","2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0106","CONIFER 3 WSW, CO US","39.5055","-105.3589","2852.9","2003-03-16",,,,,,,,"0.00",,"0.0","2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0106","CONIFER 3 WSW, CO US","39.5055","-105.3589","2852.9","2003-03-17",,,,,,,,"0.00",,"0.0","2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0106","CONIFER 3 WSW, CO US","39.5055","-105.3589","2852.9","2003-03-18",,,,,,,,"2.65",,"21.0","21.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0106","CONIFER 3 WSW, CO US","39.5055","-105.3589","2852.9","2003-03-19",,,,,,,,"4.53",,"40.0","59.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0106","CONIFER 3 WSW, CO US","39.5055","-105.3589","2852.9","2003-03-20",,,,,,,,"1.22",,"14.0","63.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0106","CONIFER 3 WSW, CO US","39.5055","-105.3589","2852.9","2003-03-21",,,,,,,,"0.18",,"2.0","50.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0106","CONIFER 3 WSW, CO US","39.5055","-105.3589","2852.9","2003-03-22",,,,,,,,"0.19",,"2.0","41.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0106","CONIFER 3 WSW, CO US","39.5055","-105.3589","2852.9","2003-03-23",,,,,,,,"0.00",,"0.0","39.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0106","CONIFER 3 WSW, CO US","39.5055","-105.3589","2852.9","2003-03-24",,,,,,,,"0.00",,"0.0","37.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0106","CONIFER 3 WSW, CO US","39.5055","-105.3589","2852.9","2003-03-25",,,,,,,,"0.00",,"0.0","35.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0106","CONIFER 3 WSW, CO US","39.5055","-105.3589","2852.9","2003-03-26",,,,,,,,"0.00",,"0.0","33.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
